"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"18:11:37,5065227","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"18:11:37,5065332","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"18:11:37,5065431","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"18:11:37,5066223","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,5066313","pacman.exe","25220","RegCreateKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters","REPARSE","Desired Access: Read"
"18:11:37,5066520","pacman.exe","25220","RegCreateKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters","SUCCESS","Desired Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"18:11:37,5066665","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,5066727","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Services\DnsCache\Parameters","REPARSE","Desired Access: Read"
"18:11:37,5066789","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Services\DnsCache\Parameters","SUCCESS","Desired Access: Read"
"18:11:37,5066875","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,5066928","pacman.exe","25220","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows NT\DnsClient","NAME NOT FOUND","Desired Access: Read"
"18:11:37,5067175","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Hostname","SUCCESS","Type: REG_SZ, Length: 20, Data: RESIDUATO"
"18:11:37,5067268","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Hostname","SUCCESS","Type: REG_SZ, Length: 20, Data: RESIDUATO"
"18:11:37,5067354","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters","SUCCESS",""
"18:11:37,5067460","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Services\Dnscache\Parameters","SUCCESS",""
"18:11:37,5068817","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.conf","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5069021","pacman.exe","25220","QueryInformationVolume","C:\msys64\etc\pacman.conf","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5069120","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.conf","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 15/07/2016 07:58:59, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 4.096, EndOfFile: 2.566, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x100000002383d, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5069206","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.conf","SUCCESS",""
"18:11:37,5069976","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.conf","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5070341","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.conf","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 15/07/2016 07:58:59, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 4.096, EndOfFile: 2.566, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x100000002383d, EaSize: 0, Access: Generic Read, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
"18:11:37,5070981","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.conf","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5071253","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.conf","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5071485","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.conf","SUCCESS",""
"18:11:37,5071609","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.conf","SUCCESS","Offset: 0, Length: 2.566, Priority: Normal"
"18:11:37,5072066","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,5072168","pacman.exe","25220","RegCreateKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters","REPARSE","Desired Access: Read"
"18:11:37,5072357","pacman.exe","25220","RegCreateKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters","SUCCESS","Desired Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"18:11:37,5072499","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,5072561","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Services\DnsCache\Parameters","REPARSE","Desired Access: Read"
"18:11:37,5072620","pacman.exe","25220","RegOpenKey","HKLM\System\CurrentControlSet\Services\DnsCache\Parameters","SUCCESS","Desired Access: Read"
"18:11:37,5072688","pacman.exe","25220","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"18:11:37,5072737","pacman.exe","25220","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows NT\DnsClient","NAME NOT FOUND","Desired Access: Read"
"18:11:37,5072836","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Hostname","SUCCESS","Type: REG_SZ, Length: 20, Data: RESIDUATO"
"18:11:37,5072904","pacman.exe","25220","RegQueryValue","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Hostname","SUCCESS","Type: REG_SZ, Length: 20, Data: RESIDUATO"
"18:11:37,5072981","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters","SUCCESS",""
"18:11:37,5073040","pacman.exe","25220","RegCloseKey","HKLM\System\CurrentControlSet\Services\Dnscache\Parameters","SUCCESS",""
"18:11:37,5075075","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5075285","pacman.exe","25220","QueryInformationVolume","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5075381","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 12/01/2016 07:53:38, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 256, EndOfFile: 251, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000238c8, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5076089","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5076404","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5076627","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS",""
"18:11:37,5076778","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS",""
"18:11:37,5078411","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5078605","pacman.exe","25220","QueryInformationVolume","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5078698","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 12/01/2016 07:53:38, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 256, EndOfFile: 251, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000238c8, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5078788","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS",""
"18:11:37,5081215","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5081651","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 12/01/2016 07:53:38, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 256, EndOfFile: 251, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000238c8, EaSize: 0, Access: Generic Read, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
"18:11:37,5082322","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5082600","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5082748","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS",""
"18:11:37,5083169","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS","Offset: 0, Length: 251, Priority: Normal"
"18:11:37,5083327","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","END OF FILE","Offset: 251, Length: 65.536"
"18:11:37,5083466","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw32","SUCCESS",""
"18:11:37,5084304","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5084511","pacman.exe","25220","QueryInformationVolume","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5084851","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 12/01/2016 07:53:38, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 264, EndOfFile: 257, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000238ca, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5085509","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5085769","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5086728","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS",""
"18:11:37,5086898","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS",""
"18:11:37,5088963","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5089148","pacman.exe","25220","QueryInformationVolume","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5089235","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 12/01/2016 07:53:38, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 264, EndOfFile: 257, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000238ca, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5089322","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS",""
"18:11:37,5090070","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5090398","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 12/01/2016 07:53:38, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 264, EndOfFile: 257, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000238ca, EaSize: 0, Access: Generic Read, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
"18:11:37,5090982","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5091232","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5091350","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS",""
"18:11:37,5091746","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS","Offset: 0, Length: 257, Priority: Normal"
"18:11:37,5091888","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","END OF FILE","Offset: 257, Length: 65.536"
"18:11:37,5092008","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.mingw64","SUCCESS",""
"18:11:37,5092831","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5092998","pacman.exe","25220","QueryInformationVolume","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5093075","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\mirrorlist.msys","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 12/01/2016 07:53:38, ChangeTime: 02/10/2017 02:15:12, FileAttributes: A, AllocationSize: 248, EndOfFile: 247, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1000000023dd4, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5093675","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5093925","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5094120","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS",""
"18:11:37,5094241","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS",""
"18:11:37,5094927","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5095069","pacman.exe","25220","QueryInformationVolume","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5095147","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\mirrorlist.msys","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 12/01/2016 07:53:38, ChangeTime: 02/10/2017 02:15:12, FileAttributes: A, AllocationSize: 248, EndOfFile: 247, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1000000023dd4, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5095221","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS",""
"18:11:37,5095861","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\mirrorlist.msys","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5096136","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\mirrorlist.msys","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:51, LastAccessTime: 25/10/2016 09:32:51, LastWriteTime: 12/01/2016 07:53:38, ChangeTime: 02/10/2017 02:15:12, FileAttributes: A, AllocationSize: 248, EndOfFile: 247, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1000000023dd4, EaSize: 0, Access: Generic Read, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
